Turtle ID,Observation Date,Observation Town
ST2014-1322,9-Dec-14,Bourne
ST2014-1323,9-Dec-14,Bourne
ST2014-1324,9-Dec-14,Bourne
ST2014-1325,9-Dec-14,Bourne
ST2014-1255,8-Dec-14,Barnstable
ST2014-1256,8-Dec-14,Barnstable
ST2014-1257,8-Dec-14,Barnstable
ST2014-1258,8-Dec-14,Barnstable
ST2014-1259,8-Dec-14,Barnstable
ST2014-1260,8-Dec-14,Barnstable
ST2014-1261,8-Dec-14,Barnstable
ST2014-1262,8-Dec-14,Barnstable
ST2014-1263,8-Dec-14,Barnstable
ST2014-1264,8-Dec-14,Barnstable
ST2014-1265,8-Dec-14,Barnstable
ST2014-1266,8-Dec-14,Barnstable
ST2014-1267,8-Dec-14,Barnstable
ST2014-1268,8-Dec-14,Barnstable
ST2014-1269,8-Dec-14,Barnstable
ST2014-1270,8-Dec-14,Barnstable
ST2014-1271,8-Dec-14,Barnstable
ST2014-1272,8-Dec-14,Barnstable
ST2014-1273,8-Dec-14,Barnstable
ST2014-1274,8-Dec-14,Barnstable
ST2014-1275,8-Dec-14,Barnstable
ST2014-1276,8-Dec-14,Barnstable
ST2014-1277,8-Dec-14,Barnstable
ST2014-1278,8-Dec-14,Barnstable
ST2014-1279,8-Dec-14,Barnstable
ST2014-1280,8-Dec-14,Barnstable
ST2014-1281,8-Dec-14,Barnstable
ST2014-1282,8-Dec-14,Barnstable
ST2014-1283,8-Dec-14,Barnstable
ST2014-1284,8-Dec-14,Barnstable
ST2014-1285,8-Dec-14,Barnstable
ST2014-1286,8-Dec-14,Barnstable
ST2014-1287,8-Dec-14,Barnstable
ST2014-1288,8-Dec-14,Barnstable
ST2014-1289,8-Dec-14,Barnstable
ST2014-1290,8-Dec-14,Barnstable
ST2014-1291,8-Dec-14,Barnstable
ST2014-1292,8-Dec-14,Barnstable
ST2014-1293,8-Dec-14,Barnstable
ST2014-1294,8-Dec-14,Barnstable
ST2014-1295,8-Dec-14,Barnstable
ST2014-1296,8-Dec-14,Barnstable
ST2014-1297,8-Dec-14,Barnstable
ST2014-1298,8-Dec-14,Barnstable
ST2014-1299,8-Dec-14,Barnstable
ST2014-1300,8-Dec-14,Barnstable
ST2014-1301,8-Dec-14,Dennis
ST2014-1302,8-Dec-14,Barnstable
ST2014-1303,8-Dec-14,Barnstable
ST2014-1304,8-Dec-14,Barnstable
ST2014-1305,8-Dec-14,Barnstable
ST2014-1306,8-Dec-14,Barnstable
ST2014-1307,8-Dec-14,Barnstable
ST2014-1308,8-Dec-14,Barnstable
ST2014-1309,8-Dec-14,Barnstable
ST2014-1310,8-Dec-14,Barnstable
ST2014-1311,8-Dec-14,Dennis
ST2014-1312,8-Dec-14,Dennis
ST2014-1313,8-Dec-14,Dennis
ST2014-1315,8-Dec-14,Wellfleet
ST2014-1222,7-Dec-14,Sandwich
ST2014-1223,7-Dec-14,Barnstable
ST2014-1224,7-Dec-14,Barnstable
ST2014-1225,7-Dec-14,Barnstable
ST2014-1226,7-Dec-14,Barnstable
ST2014-1227,7-Dec-14,Barnstable
ST2014-1228,7-Dec-14,Dennis
ST2014-1229,7-Dec-14,Dennis
st2014-1230,7-Dec-14,Dennis
st2014-1231,7-Dec-14,Dennis
ST2014-1232,7-Dec-14,Dennis
ST2014-1233,7-Dec-14,Dennis
ST2014-1234,7-Dec-14,Provincetown
ST2014-1235,7-Dec-14,Dennis
ST2014-1236,7-Dec-14,Dennis
ST2014-1237,7-Dec-14,Dennis
ST2014-1238,7-Dec-14,Dennis
ST2014-1239,7-Dec-14,Barnstable
st2014-1240,7-Dec-14,Barnstable
st2014-1241,7-Dec-14,Barnstable
st2014-1242,7-Dec-14,Barnstable
ST2014-1243,7-Dec-14,Barnstable
ST2014-1244,7-Dec-14,Barnstable
ST2014-1245,7-Dec-14,Barnstable
ST2014-1246,7-Dec-14,Barnstable
ST2014-1247,7-Dec-14,Barnstable
ST2014-1248,7-Dec-14,Barnstable
ST2014-1249,7-Dec-14,Barnstable
ST2014-1250,7-Dec-14,Barnstable
ST2014-1251,7-Dec-14,Barnstable
ST2014-1252,7-Dec-14,Barnstable
ST2014-1253,7-Dec-14,Barnstable
ST2014-1254,7-Dec-14,Brewster
ST2014-1219,6-Dec-14,Wellfleet
ST2014-1220,6-Dec-14,Wellfleet
ST2014-1221,6-Dec-14,Truro
ST2014-1210,5-Dec-14,Brewster
ST2014-1211,5-Dec-14,Eastham
ST2014-1212,5-Dec-14,Wellfleet
ST2014-1213,5-Dec-14,Dennis
ST2014-1214,5-Dec-14,Wellfleet
ST2014-1215,5-Dec-14,Dennis
ST2014-1216,5-Dec-14,Dennis
ST2014-1217,5-Dec-14,Brewster
ST2014-1218,5-Dec-14,Sandwich
ST2014-1192,4-Dec-14,Eastham
ST2014-1193,4-Dec-14,Wellfleet
ST2014-1194,4-Dec-14,Wellfleet
ST2014-1195,4-Dec-14,Truro
ST2014-1196,4-Dec-14,Truro
ST2014-1197,4-Dec-14,Truro
ST2014-1198,4-Dec-14,Truro
ST2014-1199,4-Dec-14,Wellfleet
ST2014-1200,4-Dec-14,Wellfleet
ST2014-1201,4-Dec-14,Wellfleet
ST2014-1202,4-Dec-14,Wellfleet
ST2014-1204,4-Dec-14,Wellfleet
ST2014-1205,4-Dec-14,Wellfleet
ST2014-1206,4-Dec-14,Wellfleet
ST2014-1207,4-Dec-14,Wellfleet
ST2014-1208,4-Dec-14,Provincetown
ST2014-1209,4-Dec-14,Provincetown
ST2014-1187,3-Dec-14,Orleans
ST2014-1188,3-Dec-14,Eastham
ST2014-1189,3-Dec-14,Provincetown
ST2014-1190,3-Dec-14,Truro
ST2014-1191,3-Dec-14,Truro
ST2014-1182,2-Dec-14,Truro
ST2014-1183,2-Dec-14,Wellfleet
ST2014-1184,2-Dec-14,Truro
ST2014-1185,2-Dec-14,Orleans
ST2014-1186,2-Dec-14,Dennis
ST2014-1170,1-Dec-14,Wellfleet
ST2014-1171,1-Dec-14,Truro
ST2014-1172,1-Dec-14,Truro
ST2014-1173,1-Dec-14,Truro
ST2014-1174,1-Dec-14,Truro
ST2014-1175,1-Dec-14,Truro
ST2014-1176,1-Dec-14,Truro
ST2014-1177,1-Dec-14,Truro
ST2014-1178,1-Dec-14,Truro
ST2014-1179,1-Dec-14,Truro
ST2014-1180,1-Dec-14,Wellfleet
ST2014-1181,1-Dec-14,Truro
ST2014-1165,30-Nov-14,Wellfleet
ST2014-1166,30-Nov-14,Dennis
ST2014-1167,30-Nov-14,Truro
ST2014-1168,30-Nov-14,Eastham
ST2014-1169,30-Nov-14,Wellfleet
ST2014-1150,29-Nov-14,Orleans
ST2014-1151,29-Nov-14,Brewster
ST2014-1152,29-Nov-14,Brewster
ST2014-1153,29-Nov-14,Brewster
ST2014-1154,29-Nov-14,Wellfleet
ST2014-1155,29-Nov-14,Wellfleet
st2014-1156,29-Nov-14,Dennis
st2014-1157,29-Nov-14,Dennis
ST2014-1158,29-Nov-14,Wellfleet
st2014-1159,29-Nov-14,Dennis
ST2014-1160,29-Nov-14,Brewster
ST2014-1161,29-Nov-14,Dennis
ST2014-1162,29-Nov-14,Truro
ST2014-1163,29-Nov-14,Falmouth
ST2014-1164,29-Nov-14,Wellfleet
ST2014-1141,28-Nov-14,Dennis
ST2014-1142,28-Nov-14,Dennis
ST2014-1143,28-Nov-14,Dennis
ST2014-1144,28-Nov-14,Dennis
ST2014-1145,28-Nov-14,Brewster
ST2014-1146,28-Nov-14,Brewster
ST2014-1147,28-Nov-14,Orleans
ST2014-1148,28-Nov-14,Eastham
ST2014-1149,28-Nov-14,Orleans
ST2014-1129,27-Nov-14,Wellfleet
ST2014-1130,27-Nov-14,Wellfleet
ST2014-1131,27-Nov-14,Wellfleet
ST2014-1132,27-Nov-14,Provincetown
ST2014-1133,27-Nov-14,Eastham
ST2014-1134,27-Nov-14,Wellfleet
ST2014-1134.1,27-Nov-14,Truro
ST2014-1135,27-Nov-14,Wellfleet
ST2014-1136,27-Nov-14,Wellfleet
ST2014-1137,27-Nov-14,Brewster
ST2014-1138,27-Nov-14,Provincetown
ST2014-1139,27-Nov-14,Wellfleet
ST2014-1140,27-Nov-14,Orleans
ST2014-1126,26-Nov-14,Truro
ST2014-1127,26-Nov-14,Wellfleet
ST2014-1128,26-Nov-14,Brewster
ST2014-1032,25-Nov-14,Eastham
ST2014-1033,25-Nov-14,Wellfleet
ST2014-1034,25-Nov-14,Orleans
ST2014-1113,25-Nov-14,Wellfleet
ST2014-1114,25-Nov-14,Wellfleet
ST2014-1115,25-Nov-14,Wellfleet
ST2014-1116,25-Nov-14,Brewster
ST2014-1117,25-Nov-14,Wellfleet
ST2014-1118,25-Nov-14,Nantucket
ST2014-1119,25-Nov-14,Eastham
ST2014-1120,25-Nov-14,Truro
ST2014-1121,25-Nov-14,Wellfleet
ST2014-1122,25-Nov-14,Truro
ST2014-1123,25-Nov-14,Orleans
ST2014-1124,25-Nov-14,Wellfleet
ST2014-1125,25-Nov-14,Truro
ST2014-1092,24-Nov-14,Wellfleet
ST2014-1093,24-Nov-14,Wellfleet
ST2014-1094,24-Nov-14,Truro
ST2014-1097,24-Nov-14,Provincetown
ST2014-1098,24-Nov-14,Provincetown
ST2014-1099,24-Nov-14,Orleans
ST2014-1101,24-Nov-14,Orleans
ST2014-1102,24-Nov-14,Eastham
ST2014-1103,24-Nov-14,Truro
ST2014-1104,24-Nov-14,Wellfleet
ST2014-1105,24-Nov-14,Truro
ST2014-1106,24-Nov-14,Wellfleet
ST2014-1107,24-Nov-14,Provincetown
ST2014-1108,24-Nov-14,Provincetown
ST2014-1109,24-Nov-14,Truro
ST2014-1110,24-Nov-14,Truro
ST2014-1111,24-Nov-14,Wellfleet
ST2014-1112,24-Nov-14,Wellfleet
ST2014-1000,23-Nov-14,Truro
ST2014-1001,23-Nov-14,Truro
ST2014-1002,23-Nov-14,Truro
ST2014-1003,23-Nov-14,Truro
ST2014-1004,23-Nov-14,Truro
st2014-1005,23-Nov-14,Truro
st2014-1006,23-Nov-14,Truro
ST2014-1007,23-Nov-14,Truro
st2014-1008,23-Nov-14,Truro
st2014-1009,23-Nov-14,Truro
ST2014-1010,23-Nov-14,Truro
st2014-1011,23-Nov-14,Truro
ST2014-1012,23-Nov-14,Truro
st2014-1013,23-Nov-14,Truro
st2014-1014,23-Nov-14,Truro
st2014-1015,23-Nov-14,Truro
st2014-1016,23-Nov-14,Truro
ST2014-1017,23-Nov-14,Truro
st2014-1018,23-Nov-14,Truro
st2014-1019,23-Nov-14,Truro
st2014-1020,23-Nov-14,Truro
ST2014-1021,23-Nov-14,Truro
st2014-1022,23-Nov-14,Truro
st2014-1023,23-Nov-14,Truro
st2014-1024,23-Nov-14,Eastham
ST2014-1025,23-Nov-14,Truro
ST2014-1026,23-Nov-14,Truro
st2014-1027,23-Nov-14,Eastham
ST2014-1028,23-Nov-14,Eastham
st2014-1029,23-Nov-14,Truro
ST2014-1030,23-Nov-14,Truro
ST2014-1031,23-Nov-14,Eastham
ST2014-1035,23-Nov-14,Orleans
ST2014-1036,23-Nov-14,Orleans
ST2014-1037,23-Nov-14,Eastham
ST2014-1038,23-Nov-14,Wellfleet
ST2014-1039,23-Nov-14,Eastham
ST2014-1040,23-Nov-14,Chatham
ST2014-1041,23-Nov-14,Eastham
ST2014-1042,23-Nov-14,Eastham
ST2014-1043,23-Nov-14,Eastham
ST2014-1044,23-Nov-14,Truro
ST2014-1045,23-Nov-14,Brewster
ST2014-1046,23-Nov-14,Wellfleet
ST2014-1047,23-Nov-14,Wellfleet
ST2014-1048,23-Nov-14,Wellfleet
ST2014-1049,23-Nov-14,Eastham
ST2014-1050,23-Nov-14,Truro
ST2014-1051,23-Nov-14,Truro
ST2014-1052,23-Nov-14,Truro
ST2014-1053,23-Nov-14,Truro
ST2014-1054,23-Nov-14,Truro
ST2014-1055,23-Nov-14,Truro
ST2014-1056,23-Nov-14,Truro
ST2014-1057,23-Nov-14,Truro
ST2014-1058,23-Nov-14,Truro
ST2014-1059,23-Nov-14,Truro
ST2014-1060,23-Nov-14,Truro
ST2014-1061,23-Nov-14,Truro
ST2014-1062,23-Nov-14,Truro
ST2014-1063,23-Nov-14,Provincetown
ST2014-1064,23-Nov-14,Truro
ST2014-1065,23-Nov-14,Truro
ST2014-1066,23-Nov-14,Truro
ST2014-1067,23-Nov-14,Truro
ST2014-1068,23-Nov-14,Truro
ST2014-1069,23-Nov-14,Truro
ST2014-1070,23-Nov-14,Truro
ST2014-1071,23-Nov-14,Truro
ST2014-1072,23-Nov-14,Truro
ST2014-1073,23-Nov-14,Truro
ST2014-1074,23-Nov-14,Truro
ST2014-1075,23-Nov-14,Truro
ST2014-1076,23-Nov-14,Truro
ST2014-1077,23-Nov-14,Truro
ST2014-1078,23-Nov-14,Truro
ST2014-1079,23-Nov-14,Truro
ST2014-1080,23-Nov-14,Truro
ST2014-1081,23-Nov-14,West Falmouth
ST2014-1082,23-Nov-14,Bourne
ST2014-1083,23-Nov-14,Truro
ST2014-1084,23-Nov-14,Truro
ST2014-1085,23-Nov-14,Truro
ST2014-1086,23-Nov-14,Truro
ST2014-1087,23-Nov-14,Orleans
ST2014-1088,23-Nov-14,Wellfleet
ST2014-1089,23-Nov-14,Wellfleet
ST2014-1090,23-Nov-14,Wellfleet
ST2014-1091,23-Nov-14,Wellfleet
ST2014-1096,23-Nov-14,Truro
ST2014-1100,23-Nov-14,Eastham
ST2014-920,23-Nov-14,Brewster
st2014-921,23-Nov-14,Eastham
ST2014-922,23-Nov-14,Eastham
ST2014-923,23-Nov-14,Wellfleet
ST2014-932,23-Nov-14,Eastham
ST2014-939,23-Nov-14,Eastham
st2014-946,23-Nov-14,Eastham
st2014-947,23-Nov-14,Eastham
ST2014-948,23-Nov-14,Brewster
ST2014-949,23-Nov-14,Wellfleet
ST2014-950,23-Nov-14,Wellfleet
ST2014-951,23-Nov-14,Truro
ST2014-952,23-Nov-14,Wellfleet
ST2014-953,23-Nov-14,Wellfleet
ST2014-954,23-Nov-14,Wellfleet
ST2014-955,23-Nov-14,Wellfleet
ST2014-956,23-Nov-14,Wellfleet
ST2014-957,23-Nov-14,Truro
ST2014-958,23-Nov-14,Truro
ST2014-959,23-Nov-14,Truro
ST2014-960,23-Nov-14,Truro
ST2014-961,23-Nov-14,Truro
ST2014-962,23-Nov-14,Truro
st2014-963,23-Nov-14,Truro
ST2014-964,23-Nov-14,Eastham
ST2014-965,23-Nov-14,Wellfleet
ST2014-966,23-Nov-14,Wellfleet
ST2014-967,23-Nov-14,Wellfleet
ST2014-968,23-Nov-14,Wellfleet
ST2014-969,23-Nov-14,Wellfleet
ST2014-970,23-Nov-14,Wellfleet
ST2014-971,23-Nov-14,Wellfleet
ST2014-972,23-Nov-14,Wellfleet
ST2014-973,23-Nov-14,Wellfleet
ST2014-974,23-Nov-14,Wellfleet
ST2014-975,23-Nov-14,Wellfleet
ST2014-976,23-Nov-14,Wellfleet
ST2014-977,23-Nov-14,Wellfleet
ST2014-978,23-Nov-14,Wellfleet
ST2014-979,23-Nov-14,Wellfleet
ST2014-980,23-Nov-14,Wellfleet
ST2014-982,23-Nov-14,Eastham
ST2014-983,23-Nov-14,Eastham
ST2014-984,23-Nov-14,Truro
ST2014-985,23-Nov-14,Truro
ST2014-986,23-Nov-14,Truro
ST2014-987,23-Nov-14,Truro
ST2014-988,23-Nov-14,Truro
ST2014-989,23-Nov-14,Truro
ST2014-989.1,23-Nov-14,Truro
ST2014-990,23-Nov-14,Truro
ST2014-991,23-Nov-14,Truro
ST2014-992,23-Nov-14,Truro
ST2014-993,23-Nov-14,Truro
ST2014-994,23-Nov-14,Truro
ST2014-995,23-Nov-14,Truro
ST2014-996,23-Nov-14,Truro
ST2014-997,23-Nov-14,Truro
ST2014-998,23-Nov-14,Truro
ST2014-999,23-Nov-14,Truro
ST2014- 853,22-Nov-14,Truro
ST2014-727,22-Nov-14,Eastham
st2014-728,22-Nov-14,Orleans
ST2014-729,22-Nov-14,Orleans
ST2014-730,22-Nov-14,Brewster
ST2014-731,22-Nov-14,Brewster
ST2014-732,22-Nov-14,Truro
st2014-733,22-Nov-14,Truro
ST2014-743,22-Nov-14,Eastham
ST2014-744,22-Nov-14,Wellfleet
ST2014-745,22-Nov-14,Orleans
ST2014-746,22-Nov-14,Orleans
ST2014-747,22-Nov-14,Orleans
ST2014-748,22-Nov-14,Orleans
ST2014-749,22-Nov-14,Orleans
ST2014-750,22-Nov-14,Eastham
ST2014-751,22-Nov-14,Eastham
ST2014-752,22-Nov-14,Truro
ST2014-754,22-Nov-14,Truro
ST2014-755,22-Nov-14,Wellfleet
ST2014-756,22-Nov-14,Wellfleet
st2014-757,22-Nov-14,Wellfleet
ST2014-758,22-Nov-14,Wellfleet
ST2014-759,22-Nov-14,Wellfleet
ST2014-760,22-Nov-14,Wellfleet
ST2014-761,22-Nov-14,Wellfleet
ST2014-762,22-Nov-14,Eastham
ST2014-763,22-Nov-14,Eastham
ST2014-764,22-Nov-14,Wellfleet
ST2014-765,22-Nov-14,Wellfleet
ST2014-766,22-Nov-14,Wellfleet
ST2014-767,22-Nov-14,Wellfleet
ST2014-768,22-Nov-14,Wellfleet
ST2014-769,22-Nov-14,Wellfleet
ST2014-770,22-Nov-14,Wellfleet
ST2014-771,22-Nov-14,Wellfleet
ST2014-772,22-Nov-14,Wellfleet
ST2014-773,22-Nov-14,Wellfleet
ST2014-774,22-Nov-14,Wellfleet
ST2014-775,22-Nov-14,Wellfleet
ST2014-776,22-Nov-14,Wellfleet
ST2014-777,22-Nov-14,Eastham
ST2014-778,22-Nov-14,Eastham
ST2014-779,22-Nov-14,Eastham
ST2014-780,22-Nov-14,Eastham
ST2014-781,22-Nov-14,Orleans
ST2014-782,22-Nov-14,Orleans
ST2014-783,22-Nov-14,Orleans
ST2014-784,22-Nov-14,Orleans
ST2014-785,22-Nov-14,Eastham
ST2014-786,22-Nov-14,Eastham
ST2014-788,22-Nov-14,Eastham
ST2014-789,22-Nov-14,Eastham
ST2014-791,22-Nov-14,Orleans
ST2014-792,22-Nov-14,Orleans
ST2014-793,22-Nov-14,Orleans
ST2014-795,22-Nov-14,Orleans
ST2014-796,22-Nov-14,Orleans
ST2014-797,22-Nov-14,Orleans
ST2014-798,22-Nov-14,Wellfleet
st2014-799,22-Nov-14,Wellfleet
ST2014-800,22-Nov-14,Brewster
ST2014-801,22-Nov-14,Brewster
ST2014-803,22-Nov-14,Brewster
ST2014-804,22-Nov-14,Brewster
ST2014-805,22-Nov-14,Brewster
ST2014-806,22-Nov-14,Brewster
ST2014-807,22-Nov-14,Brewster
ST2014-808,22-Nov-14,Brewster
ST2014-809,22-Nov-14,Brewster
ST2014-810,22-Nov-14,Brewster
ST2014-811,22-Nov-14,Brewster
ST2014-812,22-Nov-14,Brewster
ST2014-813,22-Nov-14,Brewster
ST2014-814,22-Nov-14,Brewster
ST2014-815,22-Nov-14,Brewster
ST2014-816,22-Nov-14,Brewster
ST2014-817,22-Nov-14,Brewster
ST2014-818,22-Nov-14,Brewster
ST2014-819,22-Nov-14,Brewster
ST2014-820,22-Nov-14,Brewster
ST2014-821,22-Nov-14,Brewster
ST2014-822,22-Nov-14,Brewster
ST2014-823,22-Nov-14,Brewster
ST2014-824,22-Nov-14,Brewster
ST2014-825,22-Nov-14,Brewster
ST2014-826,22-Nov-14,Brewster
ST2014-827,22-Nov-14,Brewster
ST2014-828,22-Nov-14,Brewster
ST2014-829,22-Nov-14,Brewster
ST2014-830,22-Nov-14,Eastham
ST2014-831,22-Nov-14,Truro
ST2014-832,22-Nov-14,Truro
ST2014-833,22-Nov-14,Truro
ST2014-834,22-Nov-14,Truro
ST2014-835,22-Nov-14,Eastham
ST2014-836,22-Nov-14,Eastham
ST2014-837,22-Nov-14,Eastham
ST2014-838,22-Nov-14,Wellfleet
ST2014-839,22-Nov-14,Wellfleet
ST2014-840,22-Nov-14,Wellfleet
ST2014-841,22-Nov-14,Wellfleet
ST2014-842,22-Nov-14,Wellfleet
ST2014-843,22-Nov-14,Wellfleet
ST2014-844,22-Nov-14,Wellfleet
ST2014-845,22-Nov-14,Wellfleet
ST2014-846,22-Nov-14,Wellfleet
ST2014-847,22-Nov-14,Wellfleet
ST2014-848,22-Nov-14,Wellfleet
ST2014-849,22-Nov-14,Wellfleet
ST2014-850,22-Nov-14,Wellfleet
ST2014-851,22-Nov-14,Truro
ST2014-852,22-Nov-14,Truro
ST2014-854,22-Nov-14,Truro
ST2014-855,22-Nov-14,Truro
ST2014-856,22-Nov-14,Truro
ST2014-857,22-Nov-14,Truro
ST2014-858,22-Nov-14,Truro
ST2014-859,22-Nov-14,Truro
ST2014-860,22-Nov-14,Orleans
ST2014-861,22-Nov-14,Orleans
ST2014-862,22-Nov-14,Eastham
ST2014-865,22-Nov-14,Wellfleet
ST2014-866,22-Nov-14,Wellfleet
ST2014-867,22-Nov-14,Truro
ST2014-868,22-Nov-14,Wellfleet
ST2014-869,22-Nov-14,Wellfleet
ST2014-870,22-Nov-14,Wellfleet
ST2014-871,22-Nov-14,Wellfleet
ST2014-872,22-Nov-14,Wellfleet
ST2014-873,22-Nov-14,Wellfleet
ST2014-874,22-Nov-14,Wellfleet
ST2014-875,22-Nov-14,Wellfleet
ST2014-876,22-Nov-14,Wellfleet
ST2014-877,22-Nov-14,Wellfleet
ST2014-878,22-Nov-14,Wellfleet
ST2014-879,22-Nov-14,Wellfleet
ST2014-880,22-Nov-14,Wellfleet
ST2014-881,22-Nov-14,Wellfleet
ST2014-882,22-Nov-14,Wellfleet
ST2014-883,22-Nov-14,Wellfleet
ST2014-884,22-Nov-14,Wellfleet
ST2014-885,22-Nov-14,Wellfleet
ST2014-886,22-Nov-14,Wellfleet
ST2014-887,22-Nov-14,Wellfleet
ST2014-888,22-Nov-14,Wellfleet
ST2014-889,22-Nov-14,Wellfleet
ST2014-890,22-Nov-14,Wellfleet
ST2014-891,22-Nov-14,Wellfleet
ST2014-892,22-Nov-14,Wellfleet
ST2014-893,22-Nov-14,Wellfleet
ST2014-894,22-Nov-14,Wellfleet
ST2014-895,22-Nov-14,Wellfleet
ST2014-896,22-Nov-14,Wellfleet
ST2014-897,22-Nov-14,Wellfleet
ST2014-898,22-Nov-14,Wellfleet
ST2014-899,22-Nov-14,Wellfleet
st2014-900,22-Nov-14,Wellfleet
ST2014-901,22-Nov-14,Wellfleet
ST2014-902,22-Nov-14,Wellfleet
ST2014-903,22-Nov-14,Wellfleet
ST2014-904,22-Nov-14,Wellfleet
ST2014-905,22-Nov-14,Provincetown
ST2014-906,22-Nov-14,Provincetown
ST2014-907,22-Nov-14,Eastham
ST2014-908,22-Nov-14,Truro
ST2014-909,22-Nov-14,Brewster
st2014-910,22-Nov-14,Brewster
ST2014-911,22-Nov-14,Brewster
ST2014-912,22-Nov-14,Eastham
ST2014-913,22-Nov-14,Eastham
st2014-914,22-Nov-14,Wellfleet
ST2014-915,22-Nov-14,Wellfleet
ST2014-916,22-Nov-14,Wellfleet
ST2014-917,22-Nov-14,Eastham
ST2014-918,22-Nov-14,Eastham
ST2014-919,22-Nov-14,Eastham
st2014-924,22-Nov-14,Truro
ST2014-925,22-Nov-14,Eastham
ST2014-926,22-Nov-14,Eastham
ST2014-927,22-Nov-14,Eastham
st2014-928,22-Nov-14,Eastham
ST2014-929,22-Nov-14,Eastham
ST2014-929,22-Nov-14,Eastham
ST2014-930,22-Nov-14,Eastham
ST2014-931,22-Nov-14,Eastham
ST2014-933,22-Nov-14,Eastham
ST2014-935,22-Nov-14,Eastham
ST2014-936,22-Nov-14,Eastham
ST2014-937,22-Nov-14,Eastham
ST2014-938,22-Nov-14,Eastham
ST2014-940,22-Nov-14,Eastham
ST2014-941,22-Nov-14,Eastham
ST2014-942,22-Nov-14,Eastham
ST2014-943,22-Nov-14,Eastham
ST2014-944,22-Nov-14,Eastham
st2014-945,22-Nov-14,Eastham
ST2014-565,21-Nov-14,Truro
ST2014-566,21-Nov-14,Wellfleet
ST2014-567,21-Nov-14,Wellfleet
ST2014-568,21-Nov-14,Wellfleet
ST2014-582,21-Nov-14,Truro
ST2014-583,21-Nov-14,Truro
ST2014-584,21-Nov-14,Truro
ST2014-585,21-Nov-14,Truro
ST2014-586,21-Nov-14,Truro
ST2014-587,21-Nov-14,Truro
ST2014-588,21-Nov-14,Truro
ST2014-589,21-Nov-14,Truro
ST2014-590,21-Nov-14,Truro
ST2014-591,21-Nov-14,Truro
ST2014-592,21-Nov-14,Truro
ST2014-593,21-Nov-14,Eastham
ST2014-594,21-Nov-14,Eastham
ST2014-595,21-Nov-14,Eastham
ST2014-596,21-Nov-14,Eastham
ST2014-597,21-Nov-14,Eastham
ST2014-598,21-Nov-14,Eastham
ST2014-599,21-Nov-14,Eastham
ST2014-600,21-Nov-14,Eastham
ST2014-601,21-Nov-14,Eastham
ST2014-602,21-Nov-14,Eastham
ST2014-603,21-Nov-14,Eastham
ST2014-604,21-Nov-14,Eastham
ST2014-605,21-Nov-14,Eastham
ST2014-606,21-Nov-14,Eastham
ST2014-607,21-Nov-14,Eastham
ST2014-608,21-Nov-14,Wellfleet
ST2014-609,21-Nov-14,Eastham
ST2014-610,21-Nov-14,Brewster
ST2014-611,21-Nov-14,Truro
ST2014-612,21-Nov-14,Truro
ST2014-613,21-Nov-14,Truro
ST2014-615,21-Nov-14,Orleans
st2014-616,21-Nov-14,Orleans
st2014-617,21-Nov-14,Orleans
